id,brand_id,name,released_at,body,os,storage,display_size,display_resolution,camera_pixels,video_pixels,ram,chipset,battery_size,battery_type,created_at,updated_at
2217,4,Samsung U900 Soul,"Released 2008, April","112g, 12.9mm thickness",Feature phone,"128MB storage, microSD slot","2.2""",240x320 pixels,5 MP         ,240p,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 07:48:39,8/9/2021 07:48:39
2231,4,Samsung G810,"Released 2008, April","139g, 17.9mm thickness","Symbian 9.2, Series 60 rel. 3.0","130MB storage, microSD slot","2.6""",240x320 pixels,5 MP         ,480p,&nbsp; ,TI OMAP 2430,1200 mAh ,Li-Ion,8/9/2021 07:49:21,8/9/2021 07:49:21
2233,4,Samsung P960,Released 2008,16.7mm thickness,Feature phone,"90MB storage, microSD slot","2.6""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,1200 mAh ,Li-Ion,8/9/2021 07:49:26,8/9/2021 07:49:26
2234,4,Samsung i200,"Released 2008, October","103.5g, 11.8mm thickness",Microsoft Windows Mobile 6.1 Standard,microSD slot,"2.3""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:49:28,8/9/2021 07:49:28
2235,4,Samsung F400,"Released 2008, June","105g, 16.9mm thickness",Feature phone,"24MB storage, microSDHC slot","2.2""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 07:49:31,8/9/2021 07:49:31
2236,4,Samsung J700,"Released 2008, February","92g, 14.8mm thickness",Feature phone,"10MB storage, microSD slot","2.0""",128x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:49:34,8/9/2021 07:49:34
2237,4,Samsung J150,Released 2008,9.9mm thickness,Feature phone,microSD slot,"1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:49:36,8/9/2021 07:49:36
2238,4,Samsung L770,"Released 2008, July","84g, 14.2mm thickness",Feature phone,"30MB storage, microSD slot","2.1""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 07:49:37,8/9/2021 07:49:37
2239,4,Samsung E251,"Released 2008, September",14.1mm thickness,Feature phone,microSD slot,"2.0""",128x160 pixels,0.3 MP         ,144p,&nbsp; ,,&nbsp;,,8/9/2021 07:49:40,8/9/2021 07:49:40
2242,4,Samsung F480,"Released 2008, May","100.6g, 11.6mm thickness",Feature phone,"232MB storage, microSDHC slot","2.8""",240x320 pixels,5 MP         ,240p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 07:49:45,8/9/2021 07:49:45
2261,4,Samsung i640,"Released 2008, February","148g, 16.9mm thickness",Microsoft Windows Mobile 6.0 Standard,"64MB RAM storage, microSD slot","2.4""",320x240 pixels,2 MP         ,Video recorder,64 MB RAM ,,1000 mAh ,Li-Ion,8/9/2021 07:50:16,8/9/2021 07:50:16
2285,4,Samsung G400 Soul,"Released 2008, September","107.8g, 15.2mm thickness",Feature phone,"120MB storage, microSD slot","2.2""",240x320 pixels,5 MP         ,240p,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 07:50:58,8/9/2021 07:50:58
2286,4,Samsung F110,"Released 2008, May","80g, 14.5mm thickness",Feature phone,"1GB storage, no card slot","2.0""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:51:01,8/9/2021 07:51:01
2289,4,Samsung B100,"Released 2008, June","78g, 16.3mm thickness",Feature phone,"2MB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:03:12,8/9/2021 13:03:12
2290,4,Samsung B500,"Released 2008, March","79g, 17.9mm thickness",Feature phone,"1MB storage, no card slot","1.67""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:03:14,8/9/2021 13:03:14
2292,4,Samsung SPH-i325 Ace,"Released 2007, December","109g, 11mm thickness",Microsoft Windows Mobile 6.0 Standard Edition,"96MB RAM storage, microSD slot","2.3""",320x240 pixels,1.3 MP         ,Video recorder,96 MB RAM ,MSM6500,1300 mAh ,Li-Ion,8/9/2021 13:03:17,8/9/2021 13:03:17
2295,4,Samsung J630,"Released 2008, March","88g, 12.9mm thickness",Feature phone,"40MB storage, microSD slot","2.2""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:03:24,8/9/2021 13:03:24
2296,4,Samsung J210,"Released 2008, March","79g, 15.5mm thickness",Feature phone,"40MB storage, microSD slot","1.8""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:03:26,8/9/2021 13:03:26
2312,4,Samsung D780,"Released 2008, June","108.5g, 15.7mm thickness",Feature phone,"32MB storage, microSD slot","2.1""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,1200 mAh ,Li-Ion,8/9/2021 13:03:53,8/9/2021 13:03:53
2329,4,Samsung B110,"Released 2008, May","69g, 15mm thickness",Feature phone,"600 KB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:04:36,8/9/2021 13:04:36
2330,4,Samsung B200,"Released 2008, September",16mm thickness,Feature phone,"2MB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:04:37,8/9/2021 13:04:37
2331,4,Samsung M620,"Released 2008, July","81g, 16.9mm thickness",Feature phone,"20MB storage, microSD slot","1.9""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:04:39,8/9/2021 13:04:39
2344,4,Samsung A746,"Released 2008, February","90g, 13mm thickness",Feature phone,"50MB storage, microSDHC slot","2.2""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:05:04,8/9/2021 13:05:04
2345,4,Samsung A117,"Released 2007, July","81g, 19.5mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:06,8/9/2021 13:05:06
2346,4,Samsung A127,"Released 2007, October","81g, 19mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:07,8/9/2021 13:05:07
2347,4,Samsung A437,"Released 2007, July","81g, 16mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 13:05:09,8/9/2021 13:05:09
2348,4,Samsung A717,"Released 2007, June","93g, 12.7mm thickness",Feature phone,"26MB storage, microSD slot",&nbsp;,240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:05:11,8/9/2021 13:05:11
2349,4,Samsung A727,"Released 2007, June","80g, 9mm thickness",Feature phone,"30MB storage, microSD slot","2.0""",220x176 pixels,1.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:05:12,8/9/2021 13:05:12
2350,4,Samsung T539 Beat,"Released 2007, October","77g, 18mm thickness",Feature phone,"30MB storage, microSD slot","2.0""",120x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:14,8/9/2021 13:05:14
2351,4,Samsung T729 Blast,"Released 2007, August","80g, 12.7mm thickness",Feature phone,"11MB storage, microSD slot","2.3""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:16,8/9/2021 13:05:16
2352,4,Samsung T409,"Released 2007, June","88g, 19.5mm thickness",Feature phone,"21MB storage, no card slot","2.0""",120x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:05:17,8/9/2021 13:05:17
2353,4,Samsung T429,"Released 2007, September","100g, 14.2mm thickness",Feature phone,"3MB storage, no card slot","2.0""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:20,8/9/2021 13:05:20
2354,4,Samsung T509,"Released 2006, May","76g, 10mm thickness",Feature phone,"7MB storage, no card slot","1.9""",176x220 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:05:22,8/9/2021 13:05:22
2355,4,Samsung T639,"Released 2007, October","91g, 17mm thickness",Feature phone,"30MB storage, microSD slot","2.2""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:05:23,8/9/2021 13:05:23
2357,4,Samsung L870,"Released 2008, December","120g, 13.5mm thickness","Symbian 9.3, Series 60 rel. 3.2","100MB storage, microSDHC slot","2.4""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:05:27,8/9/2021 13:05:27
2359,4,Samsung U800 Soul b,"Released 2008, July","90.4g, 9.9mm thickness",Feature phone,"1GB storage, microSDHC slot","2.0""",240x320 pixels,3 MP         ,144p,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:05:32,8/9/2021 13:05:32
2373,4,Samsung P180,Released 2008,"96g, 19.9mm thickness",Feature phone,"14MB storage, no card slot","2.0""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:05:58,8/9/2021 13:05:58
2374,4,Samsung P220,"Released 2008, May","78g, 15.9mm thickness",Feature phone,"12MB storage, microSD slot","1.9""",128x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:06:00,8/9/2021 13:06:00
2378,4,Samsung A827 Access,"Released 2008, April","98g, 12mm thickness",Feature phone,"100MB storage, microSD slot","2.3""",320x240 pixels,1.3 MP         ,Video recorder,&nbsp; ,,1300 mAh ,Li-Ion,8/9/2021 13:06:07,8/9/2021 13:06:07
2380,4,Samsung L810v Steel,"Released 2008, July","109g, 14.2mm thickness",Feature phone,microSD slot,"2.2""",240x320 pixels,3 MP         ,240p,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:06:10,8/9/2021 13:06:10
2392,4,Samsung i900 Omnia,"Released 2008, July","122g, 12.5mm thickness",Microsoft Windows Mobile 6.1 Professional,"8GB/16GB storage, microSDHC","3.2""",240x400 pixels,5 MP         ,Video recorder,128 MB RAM ,,1440 mAh ,Li-Ion,8/9/2021 13:06:32,8/9/2021 13:06:32
2393,4,Samsung M310,"Released 2008, October","87g, 20mm thickness",Feature phone,No card slot,"1.7""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:06:36,8/9/2021 13:06:36
2405,4,Samsung L700,"Released 2008, September","107g, 12.8mm thickness",Feature phone,"40MB storage, microSDHC slot","2.1""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:07:03,8/9/2021 13:07:03
2406,4,Samsung J800 Luxe,"Released 2008, September",15mm thickness,Feature phone,"18MB storage, microSD slot","2.2""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:07:07,8/9/2021 13:07:07
2411,4,Samsung Impact,Released 2008,17.5mm thickness,Feature phone,"20MB storage, microSD slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:07:15,8/9/2021 13:07:15
2412,4,Samsung Impact b,Released 2008,"78.5g, 14mm thickness",Feature phone,"4MB storage, no card slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:07:17,8/9/2021 13:07:17
2413,4,Samsung Impact sf,Released 2008,18.7mm thickness,Feature phone,"4MB storage, no card slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:07:18,8/9/2021 13:07:18
2420,4,Samsung A711,"Released 2007, September","93g, 17.5mm thickness",Feature phone,"48MB storage, microSD slot","2.3""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:07:33,8/9/2021 13:07:33
2432,4,Samsung B300,"Released 2008, July","78g, 19mm thickness",Feature phone,"2MB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:07:54,8/9/2021 13:07:54
2435,4,Samsung M150,"Released 2008, December",12.7mm thickness,Feature phone,"20MB storage, no card slot","1.77""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:07:58,8/9/2021 13:07:58
2440,4,Samsung i8510 INNOV8,"Released 2008, September","136g, 17.2mm thickness","Symbian 9.3, Series 60 rel. 3.2","8GB/16GB storage, microSDHC","2.8""",240x320 pixels,8 MP         ,480p,128 MB RAM ,,1200 mAh ,Li-Ion,8/9/2021 13:08:16,8/9/2021 13:08:16
2441,4,Samsung i740,"Released 2008, October","100g, 13.9mm thickness",Microsoft Windows Mobile 6.1 Professional,"64MB RAM storage, microSD slot","2.8""",240x320 pixels,3 MP         ,Video recorder,64 MB RAM ,,1500 mAh ,Li-Ion,8/9/2021 13:08:20,8/9/2021 13:08:20
2456,4,Samsung S7330,"Released 2008, September","110g, 13.9mm thickness",Feature phone,"35MB storage, microSDHC slot","2.2""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:08:51,8/9/2021 13:08:51
2458,4,Samsung M130,Released 2008,"69.2g, 15mm thickness",Feature phone,"2MB storage, no card slot","1.52""",128x128 pixels,0.3 MP         ,No video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:08:57,8/9/2021 13:08:57
2459,4,Samsung M140,"Released 2009, Q2","69g, 15mm thickness",Feature phone,"2MB storage, no card slot","2.1""",128x128 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:08:59,8/9/2021 13:08:59
2468,4,Samsung B130,"Released 2008, December","67.5g, 16mm thickness",Feature phone,"400 KB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 13:09:23,8/9/2021 13:09:23
2469,4,Samsung D980,"Released 2008, October","117g, 16.3mm thickness",Feature phone,"45MB storage, microSD slot","2.6""",240x320 pixels,5 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,8/9/2021 13:09:25,8/9/2021 13:09:25
2470,4,Samsung B510,"Released 2008, December","93g, 18.4mm thickness",Feature phone,"4MB storage, no card slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:09:27,8/9/2021 13:09:27
2471,4,Samsung E215,"Released 2009, Q1","89g, 17.9mm thickness",Feature phone,"12MB storage, microSD slot","2.0""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:09:28,8/9/2021 13:09:28
2474,4,Samsung E200 ECO,"Released 2008, August","95g, 9.9mm thickness",Feature phone,microSD slot,"1.8""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,770 mAh ,Li-Ion,8/9/2021 13:09:33,8/9/2021 13:09:33
2475,4,Samsung F268,"Released 2008, August","96.5g, 14.8mm thickness",Feature phone,"16MB storage, microSDHC slot","2.1""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:09:35,8/9/2021 13:09:35
2476,4,Samsung B2700,"Released 2009, January","114g, 18mm thickness",Feature phone,"26MB storage, microSDHC slot","1.9""",176x220 pixels,2 MP         ,144p,&nbsp; ,,1300 mAh ,Li-Ion,8/9/2021 13:09:37,8/9/2021 13:09:37
2477,4,Samsung M200,"Released 2009, January",12.9mm thickness,Feature phone,"20MB storage, microSD slot","1.9""",128x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:09:41,8/9/2021 13:09:41
2478,4,Samsung M3510 Beat b,"Released 2009, January","68g, 9.9mm thickness",Feature phone,"40MB storage, microSD slot","2.0""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:09:43,8/9/2021 13:09:43
2479,4,Samsung B210,"Released 2009, March","75g, 11.9mm thickness",Feature phone,"480 KB storage, no card slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,850 mAh ,Li-Ion,8/9/2021 13:09:45,8/9/2021 13:09:45
2487,4,Samsung A237,"Released 2008, September","82g, 16mm thickness",Feature phone,No card slot,"2.0""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:10:00,8/9/2021 13:10:00
2497,4,Samsung M3200 Beat s,"Released 2008, October","101g, 16.9mm thickness",Feature phone,"72MB storage, microSDHC slot","2.0""",240x320 pixels,2 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:10:26,8/9/2021 13:10:26
2498,4,Samsung M7500 Emporio Armani,"Released 2008, December","90.2g, 12mm thickness",Feature phone,"120MB storage, microSDHC slot","2.2""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:10:30,8/9/2021 13:10:30
2499,4,Samsung A837 Rugby,"Released 2008, September","132g, 23mm thickness",Feature phone,"128MB storage, microSD slot","2.0""",176x220 pixels,1.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:10:33,8/9/2021 13:10:33
2504,4,Samsung M8800 Pixon,"Released 2008, November","121g, 13.8mm thickness",Feature phone,"200MB storage, microSDHC slot","3.2""",240x400 pixels,8 MP         ,480p,&nbsp; ,MSM6281,1000 mAh ,Li-Ion,8/9/2021 13:10:45,8/9/2021 13:10:45
2508,4,Samsung S3600,"Released 2009, January","105g, 15.3mm thickness",Feature phone,"30MB storage, microSD slot","2.2""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:10:56,8/9/2021 13:10:56
2512,4,Samsung F270 Beat,"Released 2008, November","101g, 16.9mm thickness",Feature phone,"60MB storage, microSD slot","2.2""",176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:11:06,8/9/2021 13:11:06
2514,4,Samsung C510,"Released 2008, September","70g, 16.7mm thickness",Feature phone,"2MB storage, no card slot","1.67""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:11:10,8/9/2021 13:11:10
2515,4,Samsung C500,"Released 2007, October","76g, 17.8mm thickness",Feature phone,"2MB storage, no card slot","1.77""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:11:11,8/9/2021 13:11:11
2517,4,Samsung B320,"Released 2008, August","75g, 18.6mm thickness",Feature phone,"4MB storage, no card slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:11:15,8/9/2021 13:11:15
2519,4,Samsung T109,"Released 2008, October","88g, 20mm thickness",Feature phone,"3MB storage, no card slot","1.85""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:11:18,8/9/2021 13:11:18
2520,4,Samsung A637,"Released 2008, October","92g, 20mm thickness",Feature phone,"50MB storage, microSDHC slot","1.9""",144x176 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:11:20,8/9/2021 13:11:20
2528,4,Samsung i7110,"Released 2009, February","125g, 12.9mm thickness","Symbian 9.3, Series 60 rel. 3.2","78MB storage, microSDHC slot","2.6""",240x320 pixels,5 MP         ,480p,&nbsp; ,,1200 mAh ,Li-Ion,8/9/2021 13:11:35,8/9/2021 13:11:35
2534,4,Samsung A767 Propel,"Released 2008, October","107g, 15mm thickness",Feature phone,"50MB storage, microSDHC slot","2.2""",220x176 pixels,1.3 MP         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:11:47,8/9/2021 13:11:47
2535,4,Samsung i907 Epix,"Released 2008, October","125g, 13mm thickness",Microsoft Windows Mobile 6.1 Professional,"150MB RAM storage, microSDHC slot","2.5""",320x320 pixels,2 MP         ,Video recorder,150 MB RAM ,,1800 mAh ,Li-Ion,8/9/2021 13:11:48,8/9/2021 13:11:48
2544,4,Samsung C6620,"Released 2008, November","108.8g, 11.9mm thickness",Microsoft Windows Mobile 6.1 Standard,"20MB storage, microSDHC slot","2.6""",320x240 pixels,2 MP         ,Video recorder,&nbsp; ,,1300 mAh ,Li-Ion,8/9/2021 13:12:05,8/9/2021 13:12:05
2552,4,Samsung E1110,"Released 2008, December","79g, 15.7mm thickness",Feature phone,"1.5MB storage, no card slot","1.63""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:12:19,8/9/2021 13:12:19
2553,4,Samsung E2510,Released 2008,"82g, 16.7mm thickness",Feature phone,"15MB storage, microSD slot","1.9""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:12:20,8/9/2021 13:12:20
2556,4,Samsung T919 Behold,"Released 2008, November","100g, 12.7mm thickness",Feature phone,microSDHC slot,"3.0""",240x320 pixels,5 MP         ,240p,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:12:27,8/9/2021 13:12:27
2557,4,Samsung T459 Gravity,"Released 2008, November","121.9g, 17.8mm thickness",Feature phone,microSD slot,"2.1""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:12:29,8/9/2021 13:12:29
2561,4,Samsung T229,"Released 2008, June","85, 20mm thickness",Feature phone,"2MB storage, no card slot","1.8""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:12:36,8/9/2021 13:12:36
2562,4,Samsung T339,"Released 2008, June","94g, 20mm thickness",Feature phone,"20MB storage, microSD slot","2.0""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:12:38,8/9/2021 13:12:38
2569,4,Samsung A777,"Released 2008, November","96g, 14mm thickness",Feature phone,"50MB storage, microSDHC slot","2.3""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:12:52,8/9/2021 13:12:52
2576,4,Samsung A867 Eternity,"Released 2009, January","110g, 13mm thickness",Feature phone,"200MB storage, microSD slot","3.2""",240x400 pixels,3 MP         ,Video recorder,&nbsp; ,,1330 mAh ,Li-Ion,8/9/2021 13:13:07,8/9/2021 13:13:07
2577,4,Samsung i770 Saga,"Released 2008, November","130g, 13.5mm thickness",Microsoft Windows Mobile 6.1 Professional,microSDHC slot,"2.55""",320x320 pixels,2 MP         ,Video recorder,&nbsp; ,MSM7500,&nbsp;,Li-Ion,8/9/2021 13:13:09,8/9/2021 13:13:09
2578,4,Samsung U810 Renown,"Released 2008, November","115g, 17.5mm thickness",Feature phone,microSD slot,"2.2""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 13:13:11,8/9/2021 13:13:11
2579,4,Samsung S3030 Tobi,"Released 2008, December","85g, 17.5mm thickness",Feature phone,"15MB storage, microSDHC slot","1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:13:12,8/9/2021 13:13:12
2585,4,Samsung S9402 Ego,Released 2009,"140g, 16mm thickness",Feature phone,"1GB storage, microSDHC slot","2.0""",240x320 pixels,5 MP         ,480p,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:13:24,8/9/2021 13:13:24
2616,4,Samsung E1410,"Released 2009, Q1",15.3mm thickness,Feature phone,"4MB storage, microSD slot","1.63""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:14:25,8/9/2021 13:14:25
2621,4,Samsung B520,Released 2009,"94g, 17.5mm thickness",Feature phone,"20MB storage, microSD slot","1.77""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:14:33,8/9/2021 13:14:33
2624,4,Samsung C3110,"Released 2009, April","96g, 15mm thickness",Feature phone,"15MB storage, microSDHC slot","2.0""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:14:38,8/9/2021 13:14:38
2632,4,Samsung T929 Memoir,"Released 2009, February","125g, 14mm thickness",Feature phone,microSDHC slot,"3.0""",240x400 pixels,8 MP         ,480p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 13:14:55,8/9/2021 13:14:55
2636,4,Samsung S8300 UltraTOUCH,"Released 2009, March","105g, 12.7mm thickness",Feature phone,"80MB storage, microSDHC slot","2.8""",240x400 pixels,8 MP         ,480p,&nbsp; ,MSM6281,880 mAh ,Li-Ion,8/9/2021 13:15:04,8/9/2021 13:15:04
2641,4,Samsung E1070,"Released 2009, August","65g, 15mm thickness",Feature phone,No card slot,"1.38""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 13:15:19,8/9/2021 13:15:19
2642,4,Samsung E1100,"Released 2009, June","70.2g, 15.2mm thickness",Feature phone,"1MB storage, no card slot","1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 13:15:22,8/9/2021 13:15:22
2643,4,Samsung E2100B,Released 2009,"74.1g, 14.3mm thickness",Feature phone,"7MB storage, no card slot","1.77""",128x160 pixels,0.3 MP         ,160p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:15:24,8/9/2021 13:15:24
2644,4,Samsung E1125,"Released 2009, August","96g, 15.5mm thickness",Feature phone,No card slot,"1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 13:15:26,8/9/2021 13:15:26
2653,4,Samsung M7600 Beat DJ,"Released 2009, May","99.7g, 13.9mm thickness",Feature phone,"50MB storage, microSDHC slot","2.8""",240x400 pixels,3 MP         ,480p,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:15:44,8/9/2021 13:15:44
2660,4,Samsung i8910 Omnia HD,"Released 2009, May","148g, 12.9mm thickness",Symbian 9.4 Series 60 rel. 5,"8GB/16GB storage, microSDHC","3.7""",360x640 pixels,8 MP         ,720p,256 MB RAM ,,1500 mAh ,Li-Ion,8/9/2021 13:16:08,8/9/2021 13:16:08
2661,4,Samsung M6710 Beat DISC,"Released 2009, April",14.7mm thickness,Feature phone,"80MB storage, microSDHC slot","2.6""",240x400 pixels,3 MP         ,240p,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 13:16:11,8/9/2021 13:16:11
2662,4,Samsung S7350 Ultra s,"Released 2009, May","110g, 12.6mm thickness",Feature phone,"100MB storage, microSDHC slot","2.6""",240x400 pixels,5 MP         ,480p,&nbsp; ,,&nbsp;,Li-Ion,8/9/2021 13:16:13,8/9/2021 13:16:13
2664,4,Samsung S7220 Ultra b,"Released 2009, April","90g, 11.8mm thickness",Feature phone,"110MB storage, microSD slot","2.2""",320x240 pixels,5 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 13:16:18,8/9/2021 13:16:18
